"","id","year","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec","mon","tue","wed","thu","fri","sat","sun","temp","visib","num_collisions"
"353",2585,2019,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.54733085313114,0.224165577545097,649
"354",918,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.23742935812528,-2.98481422810767,381
"355",323,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.361760681007733,0.489286932054503,544
"356",1722,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.23153059436002,0.819277330828265,504
"357",1618,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.10377417978337,0.744980028996378,482
"358",195,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.96048064570716,0.77913810557624,660
"359",826,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.610671988592421,-0.915354348987922,531
"360",2631,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.604530285938736,0.756095124733965,687
"361",1137,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.00440853950199,-0.376674572562152,601
"362",899,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.464283951610692,0.503562903652236,645
"363",1928,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.26603343585888,-0.877675645759276,768
